D1	7	2900	1.722	4.622
D1	9	2311.000000000001	5.733	8.044
D1	11	3244	9.999	13.243
D1	6	1766.9999999999995	14.154	15.921
D1	1	381.0000000000002	16.333	16.714
D1	1	666.0000000000003	20.999	21.665
D1	7	3800.000000000001	22.332	26.132
D1	5	1245.000000000001	26.744	27.989
D1	11	2288.0000000000005	28.367	30.655
D1	18	2922.999999999998	31.502	34.425
D1	8	2784.000000000006	34.471	37.255
D1	5	1277.000000000001	37.993	39.27
D1	11	2194.0000000000027	40.489	42.683
D1	5	1295.9999999999993	43.081	44.377
D1	14	3511.0000000000027	44.55	48.061
D1	10	3091.9999999999986	51.754	54.846
D1	5	1439	56.16	57.599
D1	11	4285.000000000004	58.546	62.831
D2	19	3598	1.853	5.451
D2	17	3558	7.667	11.225
D2	18	4260.999999999999	12.614	16.875
D2	8	1310.0000000000023	17.499	18.809
D2	15	2625	19.801	22.426
D2	9	1684.0000000000011	24.043	25.727
D2	23	5625.000000000004	27.514	33.139
D2	8	1631.999999999998	34.058	35.69
D2	8	2573.999999999998	36.646	39.22
D2	6	1044.000000000004	40.47	41.514
D2	8	2252.0000000000023	44.933	47.185
D2	7	1493.000000000002	47.653	49.146
D2	8	1529.0000000000034	50.153	51.682
D2	9	2433	51.999	54.432
D2	4	1198.0000000000005	55.315	56.513
D2	18	4653.999999999996	58.801	63.455
D2	13	3365.9999999999995	64.808	68.174
D2	15	3020.9999999999864	69.555	72.576
D2	11	1819.9999999999932	73.197	75.017
D3	15	4262	2.084	6.346
D3	9	2211.9999999999986	7.533	9.745
D3	10	3356	9.948	13.304
D3	6	1423	15.321	16.744
D3	11	3161.0000000000014	17.016	20.177
D3	18	4568.000000000002	21.032	25.6
D3	10	2815.999999999999	26.271	29.087
D3	5	1580.9999999999995	30.212	31.793
D3	5	1155.0000000000011	32.204	33.359
D3	9	2282.0000000000036	35.339	37.621
D3	12	2456.000000000003	37.793	40.249
D3	4	1807.9999999999998	43.79	45.598
D3	11	2430.9999999999973	45.796	48.227
D4	14	4084.999999999999	3.914	7.999
D4	11	2403.0000000000005	9.321	11.724
D4	8	1906.0000000000007	11.898	13.804
D4	9	2106	14.574	16.68
D4	7	2288.9999999999977	16.925	19.214
D4	12	2872	20.462	23.334
D4	10	2865.9999999999995	23.858	26.724
D4	7	1809.0000000000011	26.956	28.765
D4	7	1885.9999999999993	30.395	32.281
D4	10	2772.0000000000055	33.925	36.697
D4	6	1524.000000000001	37.475	38.999
D4	9	2737.9999999999995	39.422	42.16
D4	6	1926.0000000000018	43.039	44.965
D4	6	1785.0000000000036	45.18	46.965
D4	5	2340.0000000000036	47.562	49.902
D4	5	1102.0000000000039	51.397	52.499
D4	9	1988.9999999999973	53.078	55.067
D4	14	3158.999999999999	55.658	58.817
D4	6	1476.9999999999968	59.033	60.51
D4	14	2597.0000000000014	61.227	63.824
D4	3	1308.0000000000068	64.187	65.495
D5	6	1767.0000000000011	9.777	11.544
D5	3	821.9999999999992	11.955	12.777
D5	9	2189	19.288	21.477
D5	3	934.000000000001	21.532	22.466
D5	6	2667.000000000002	22.932	25.599
D5	2	899.9999999999986	26.477	27.377
D5	4	1122	27.41	28.532
D5	15	2966.9999999999986	28.799	31.766
D5	5	1645.0000000000032	32.577	34.222
D5	5	1299.9999999999973	36.81	38.11
D5	8	2356.000000000002	39.51	41.866
D5	7	1689	43.521	45.21
D5	9	2200.0000000000027	45.477	47.677
D5	7	1555.9999999999973	48.21	49.766
D5	15	4733.000000000004	51.721	56.454
D5	9	2167.000000000002	56.821	58.988
D5	4	1323.0000000000005	61.521	62.844
D5	19	4065.999999999988	66.055	70.121
D5	10	1888.999999999996	71.599	73.488
D5	15	5503	75.71	81.213
D6	5	806.9999999999999	0.314	1.121
D6	11	2343.9999999999995	2.91	5.254
D6	14	2176.9999999999995	5.75	7.927
D6	8	1574.9999999999993	8.502	10.077
D6	10	2111.0000000000005	11.197	13.308
D6	18	2790.000000000001	13.74	16.53
D6	17	2949.999999999999	16.975	19.925
D6	14	2592.0000000000023	21.011	23.603
D6	4	740.9999999999997	23.752	24.493
D6	6	1125	25.758	26.883
D6	23	4038.0000000000036	28.22	32.258
D6	8	1567.0000000000002	34.201	35.768
D6	17	4712.000000000004	36.114	40.826
D6	4	772.0000000000056	41.294	42.066
D6	8	1242.0000000000045	42.287	43.529
D6	5	940.0000000000048	43.891	44.831
D6	11	1375	46.476	47.851
D6	15	2484.000000000002	48.22	50.704
D6	5	993.9999999999998	50.985	51.979
D6	11	2215.0000000000036	53.126	55.341
D6	15	3201.0000000000005	56.348	59.549
D6	5	698.0000000000005	61.381	62.079
D6	15	2844.999999999992	63.496	66.341
D6	4	872.9999999999905	66.683	67.556
D6	6	1302.0000000000068	68.234	69.536
D6	24	4046.9999999999973	70.751	74.798
D6	8	1415.9999999999968	76.308	77.724
D6	8	1408.9999999999918	78.65	80.059
D6	12	2073.0000000000073	80.8	82.873
D6	21	3058.9999999999973	83.373	86.432
D6	13	2007.000000000005	87.139	89.146
D6	19	3721.0000000000036	91.536	95.257
D6	12	2338.9999999999986	97.013	99.352
D6	5	1117.999999999995	100.926	102.044
D6	6	1236.000000000004	102.499	103.735
D6	24	4625	104.139	108.764
D6	20	3683.9999999999973	111.036	114.72
D6	6	1132.000000000005	115.22	116.352
D6	4	897.0000000000056	117.58	118.477
D6	16	3051.000000000002	118.521	121.572
D6	12	1933.9999999999975	121.815	123.749
D6	16	2308.9999999999973	124.308	126.617
D6	30	4698.999999999984	127.977	132.676
D7	13	5358.000000000001	5.259	10.617
D7	17	5284.000000000001	11.6	16.884
D7	22	7271.000000000001	16.889	24.16
D7	7	1986.0000000000007	25.131	27.117
D7	18	4352.999999999998	28.425	32.778
D7	7	1573.9999999999982	33.609	35.183
D7	11	3286.0000000000014	36.83	40.116
D8	26	6748	2.95	9.698
D8	15	3596	10.102	13.698
D8	5	1131.9999999999998	14.425	15.557
D8	5	1955.9999999999995	16.168	18.124
D8	16	2823.0000000000005	19.72	22.543
D8	13	2675.999999999998	23.146	25.822
D8	9	1838.000000000001	26.918	28.756
D8	7	2168.999999999997	28.984	31.153
D8	13	2580.999999999996	32.219	34.8
D8	6	1143.0000000000007	36.019	37.162
D8	4	621.9999999999999	38.305	38.927
D9	6	1649.9999999999995	3.49	5.14
D9	3	859.9999999999994	5.45	6.31
D9	9	4040	6.45	10.49
D9	11	3080	11.01	14.09
D9	13	2690.0000000000014	14.68	17.37
D9	4	940.0000000000013	18.63	19.57
D9	2	750	20.39	21.14
D9	6	1169.9999999999982	22.16	23.33
D9	9	2519.9999999999995	23.77	26.29
D9	14	4469.999999999999	26.5	30.97
D9	11	3390.0000000000005	32.04	35.43
D9	15	3989.999999999995	38.17	42.16
D9	14	2950.0000000000027	42.69	45.64
